term,definition,source,url_source
CDPA,Comités départementaux de prévention de l’alcoolisme,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CDPAT,Comité départementaux de prévention de l’alcoolisme et du tabagisme (voir aussi CDPA),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CDS,Chef De Service,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CDS,Commission départementale des sites.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CE,Comité d’Entreprise,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CDSE,Chef De Service Educatif,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CDSEI,Comité du dialogue social pour les question européennes et internationales (DAEI),CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
CDSM,Conseil Départemental d’Action Sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CDSN,Conseil de défense et de sécurité nationale,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CDSS,Caisse départementale de la sécurité sociale.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CDT,Comité départemental du tourisme,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CDU,"Centre de documentation de l'urbanisme.
Commission départementale de l'urbanisme.",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CDV,Communauté de villes,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CE,Communauté Européenne,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
CE,Conseil d'Etat,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
CEA,Commissariat à l'énergie atomique,Sénat,https://www.senat.fr/histoire/sigles.html
CEC,Centre Européen des consommateurs,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEAS,Centre d’études et d’action sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEC,Contrat emplois consolidés,Sénat,https://www.senat.fr/histoire/sigles.html
CECOS,Centres d'études et de conservation du sperme,Sénat,https://www.senat.fr/histoire/sigles.html
CECA,Communauté européenne du charbon et de l'acier,Sénat,https://www.senat.fr/histoire/sigles.html
CEDH,Cour européenne des droits de l’homme,beta.gouv.fr,https://github.com/betagouv/glossary-bot
CEDH,Convention européenne de sauvegarde des droits de l’homme et des libertés,beta.gouv.fr,https://github.com/betagouv/glossary-bot
CED,Communauté européenne de défense.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEDAG,Comité Européen Des Associations D’intérêt Général,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEDEFOP,Centre européen pour le développement de la formation professionnelle,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEE,Centre d’études de l’emploi,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
CEDI,Centre d’échanges de données interdépartementales,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEDIAS,"Comité d’études, de documentation, d’information et d’actions sociales",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEDIN,Centre de droit international,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEDIS,Centre départemental de l’insertion sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEDRE,Centre européen de développement régional.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEDUCEE,Centre d’études et de documentation sur l’Asie et les pays de l’Est,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEE,Certificats d'économie d'énergie,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
CEE,Communauté économique européenne,Sénat,https://www.senat.fr/histoire/sigles.html
CEEA,Communauté européenne de l'énergie atomique (Euratom),Sénat,https://www.senat.fr/histoire/sigles.html
CEI,Commission Electrotechnique Internationale,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
CEI,Communauté des États indépendants.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEESC,Commission d'évaluation de l'écotoxicité des substances chimiques,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEF,Centre Educatif Fermé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEFAC,Centre de formation des assistants techniques du commerce et des consultants,Sénat,https://www.senat.fr/histoire/sigles.html
CEFISEM,Centre de formation et d’information pour la scolarisation d’enfants de migrants,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEMAGREF,"Centre national du machinisme agricole, du génie rural et des eaux et forêts",Sénat,https://www.senat.fr/histoire/sigles.html
CEL,Conservatoire de l'espace littoral,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CELRL,Conservatoire de l'espace littoral et rivages lacustres,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEM,Centre d’éducation motrice,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEMAGRE,"Centre national du machinisme agricole, du génie rural et des eaux et forêts.",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEN,Centre d'étude nucléaire.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEN,Comité Européen de Normalisation,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
CEMEC,Centre européen de médecine des catastrophes,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEMS,Centre d’étude des mouvements sociaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEMT,Conférence européenne des ministres des transports.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEN,Conseiller de l’Education Nationale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEP,Centre d'expérimentation nucléaire du Pacifique,Sénat,https://www.senat.fr/histoire/sigles.html
CEP,Conseil en évolution professionnelle,beta.gouv.fr,https://github.com/betagouv/glossary-bot
CENCEP,Centre national des caisses d'épargne et de prévoyance,Sénat,https://www.senat.fr/histoire/sigles.html
CENECA,Centre national des expositions et concours agricoles,Sénat,https://www.senat.fr/histoire/sigles.html
CENELEC,Comité Européen de Normalisation ELECtrotechnique (Voir : organismes de normalisation),marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
CENGEPS,Centre National de Gestions des Essais de Produits de Santé,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEO,Centre d'études d'opinion,Sénat,https://www.senat.fr/histoire/sigles.html
CEP,Contrat d’études prospectives,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEPII,Centre d'études prospectives et d'informations internationales,Sénat,https://www.senat.fr/histoire/sigles.html
CEPAM,Centre d'études et de perfectionnement de l'artisanat et des métiers,Sénat,https://www.senat.fr/histoire/sigles.html
CEPCMAF,"Conférence Européenne Permanente Des Coopératives, Mutualités, Associations Et Fondations (connue sous le nom de Social Economy Europe)",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEPIAH,Comité d’études pour la promotion des initiatives alternatives pour les personnes handicapées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CépiDc,Centre d’épidémiologie sur les causes médicales de décès (Inserm),Keratocone,https://www.keratocone.net/acronymes.html
CEPME,Crédit d'équipement aux petites et moyennes entreprises,Sénat,https://www.senat.fr/histoire/sigles.html
CEPS,Comité économique des produits de santé,Sénat,https://www.senat.fr/histoire/sigles.html
CEPP,Commission d’Evaluation des Produits et des Prestations,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CEPRI,Centre européen de prévention du risque d'inondation.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CER,Centres éducatifs renforcés,Sénat,https://www.senat.fr/histoire/sigles.html
CEREVE,Centre d'enseignement et de recherche Eau Ville Environnement,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CERAH,Centre d'étude et de recherche sur l'appareillage des handicapés,Sénat,https://www.senat.fr/histoire/sigles.html
CERBE,Centre de recherche sur le bien-être,Sénat,https://www.senat.fr/histoire/sigles.html
CERC,Centre d’Etude des Revenus et des Coûts,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CERD,Comité européen de la recherche et du développement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CEREQ,Centre d’études et de recherches sur les qualifications,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CÉREQ,Centre d'études et de recherche sur les qualifications,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
CEREVE,Centre d’Étude et de Recherche sur l’Économie de la Ville et de l’Espace,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CERFA,Centre d’enregistrement et de révision des formulaires administratifs,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
CERN,Centre européen de recherches nucléaires,Sénat,https://www.senat.fr/histoire/sigles.html
CERFI,"Centre d’étude, de recherche et de formation institutionnelles",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CES,Coefficient d'emprise au sol.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CES,Collège d'enseignement secondaire,Sénat,https://www.senat.fr/histoire/sigles.html
CES,Contrat emploi-solidarité,Sénat,https://www.senat.fr/histoire/sigles.html
CERQUA,Centre de développement des certifications des qualités agricoles et alimentaires,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CERTU,"Centre d'étude sur les réseaux, les transports, l'urbanisme et les constructions publiques.",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CERVL,Centre d'étude et de recherche sur la vie locale,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CES,Conseil économique et social,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
CES,Contrat Emploi Solidarité,Publidia,https://concours-fonction-publique.publidia.fr/guide-fonction-publique/infos-utiles/lexique-fonction-publique
CESE,Comité économique et social européen.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
CESE,Comité Économique Social et Environnemental,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CESAP,"Comité d’études, de soins et d’action permanente en faveur des déficients mentaux",L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CESC,Comité D’éducation à La Santé Et à La Citoyenneté,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
CESF,Conseiller en économie sociale et familiale,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
CESEDA,Code de l'entrée et du séjour des étrangers et du droit d'asile,Sénat,https://www.senat.fr/histoire/sigles.html
CESR,Conseils économiques et sociaux régionaux,Sénat,https://www.senat.fr/histoire/sigles.html
CESP,Centre d'étude des supports de publicité,Sénat,https://www.senat.fr/histoire/sigles.html
